film_info,q_actor,q_director,q_genres,q_country,q_plot
"
    Tên phim : An American Tail
    Thể loại : An American Tail
    Diễn viên : ['Erica Yohn', 'Nehemiah Persoff', 'Amy Green', 'Phillip Glasser', 'Christopher Plummer']
    Đạo diễn : ['Don Bluth']
    Quốc gia : ['Hoa Kỳ']
    Mô tả : Khi di cư sang Hoa Kỳ, một con chuột Nga trẻ tuổi bị rời rạc từ gia đình của mình và phải tìm kiếm họ trong khi cố gắng sống sót trong một đất nước mới.
    ",Phần nào trong dàn diễn viên của An American Tail là người đã thủ vai nhân vật Fievel Mousekewitz?,Đạo diễn nào đã thực hiện dự án An American Tail?,"Câu hỏi: ""Thể loại nào là chủ đạo trong bộ phim An American Tail?""",Cái nào là quốc gia được sản xuất bộ phim An American Tail?,"""An American Tail"" là một bộ phim về trải nghiệm của con vật gì khi di cư sang Hoa Kỳ?"
"
    Tên phim : The Kentucky Fried Movie
    Thể loại : The Kentucky Fried Movie
    Diễn viên : ['Marilyn Joi', 'Saul Kahan', 'David Zucker', 'Marcy Goldman', 'Dulcie Jordan']
    Đạo diễn : ['John Landis']
    Quốc gia : ['Hoa Kỳ']
    Mô tả : Lịch trình hàng ngày của một kênh truyền hình địa phương giả lập được thể hiện qua các phân cảnh hài hước mạnh mẽ và bất chợt.
    ","Câu hỏi: Trong bộ phim ""The Kentucky Fried Movie"", có ai trong số các diễn viên Marilyn Joi, Saul Kahan, David Zucker, Marcy Goldman và Dulcie Jordan đóng vai chính?","Câu hỏi: Đạo diễn của bộ phim ""The Kentucky Fried Movie"" là ai?",The Kentucky Fried Movie thuộc thể loại nào?,"Bộ phim ""The Kentucky Fried Movie"" thuộc quốc gia nào?","Bộ phim ""The Kentucky Fried Movie"" thể hiện một lịch trình hàng ngày như thế nào?"
"
    Tên phim : Shaft
    Thể loại : Shaft
    Diễn viên : ['Richard Roundtree', 'Moses Gunn', 'Charles Cioffi', 'Christopher St. John', 'Gwenn Mitchell']
    Đạo diễn : ['Gordon Parks']
    Quốc gia : ['Hoa Kỳ']
    Mô tả : Một chủ tội phạm đã thuê một điệp viên đen tư nhân tên là John Shaft để tìm kiếm và trả lại con gái bị bắt cóc của mình.
    ",Ai là diễn viên phụ trong bộ phim Shaft này?,"Đạo diễn nào đã đứng sau bộ phim ""Shaft"" này?","Câu hỏi: Bộ phim ""Shaft"" thuộc thể loại điện ảnh nào?","Bộ phim ""Shaft"" là sản phẩm của quốc gia nào?","Câu hỏi: Trong bộ phim ""Shaft"", chủ tội phạm đã thuê ai để tìm kiếm và trả lại con gái bị bắt cóc?"
"
    Tên phim : Buddy
    Thể loại : Buddy
    Diễn viên : ['Rene Russo', 'Robbie Coltrane', 'Alan Cumming', 'Irma P. Hall', 'Peter Elliott']
    Đạo diễn : ['Caroline Thompson']
    Quốc gia : ['Hoa Kỳ']
    Mô tả : Phim kể lại câu chuyện thật sự về Gertrude Lintz, một người phụ nữ xã hội kỳ lạ trong thập niên 20, bà cố gắng nuôi dưỡng một con khỉ bạo lực như nhiều chú tinh tinh trước đó đã từng là thành viên trong gia đình của bà.
    ","Câu hỏi: ""Trong bộ phim Buddy, những diễn viên nào đã tham gia góp mặt?""","Đạo diễn của bộ phim ""Buddy"" là ai?",Buddy thuộc thể loại phim gì?,"Bộ phim ""Buddy"" được sản xuất ở quốc gia nào?","Câu chuyện trong phim ""Buddy"" xoay quanh người phụ nữ xã hội kỳ lạ Gertrude Lintz làm gì?"
"
    Tên phim : Selena
    Thể loại : Selena
    Diễn viên : ['Jennifer Lopez', 'Jackie Guerra', 'Constance Marie', 'Alex Meneses', 'Jon Seda']
    Đạo diễn : ['Gregory Nava']
    Quốc gia : ['Hoa Kỳ']
    Mô tả : Câu chuyện thực sự về Selena, ca sĩ người Mỹ gốc Tejano sinh ở bang Texas, người đã nổi lên từ vị thế của một nhân vật nổi tiếng đến biểu diễn tại sân vận động Astrodome và cũng có những album dẫn đầu bảng xếp hạng trên các bảng xếp hạng nhạc Latinh.
    ","Câu hỏi: ""Trong bộ phim Selena, ai là những diễn viên chính tham gia?""","Đạo diễn nào đã trực tiếp tham gia vào quá trình sản xuất bộ phim ""Selena""?","Bạn có thể giúp tôi biết thể loại của bộ phim ""Selena"" là gì?","Bộ phim ""Selena"" lấy bối cảnh ở quốc gia nào?","Câu chuyện trong ""Selena"" tập trung vào sự nghiệp và cuộc sống của ai?"
"
    Tên phim : Antonia's Line
    Thể loại : Antonia's Line
    Diễn viên : ['Willeke van Ammelrooy', 'Els Dottermans', 'Dora van der Groen', 'Veerle van Overloop', 'Esther Vriesendorp']
    Đạo diễn : ['Marleen Gorris']
    Quốc gia : ['Hà Lan', 'Bỉ', 'Vương quốc Anh', 'Pháp']
    Mô tả : Một người phụ nữ Hà Lan lập ra và quản lý cộng đồng chắt chẽ với tư cách của một matriarch trong nhiều thế hệ nơi chủ nghĩa phụ quyền và chủ nghĩa tự do thịnh hành.
    ","Câu hỏi: Diễn viên nào tham gia vào bộ phim ""Antonia's Line""?","Đạo diễn của bộ phim ""Antonia's Line"" là ai?","Câu hỏi: ""Đạo diễn Marleen Gorris đã làm việc trong nhiều thể loại điện ảnh, nhưng Antonia's Line lại là một tác phẩm thuộc thể loại nào?""","Bộ phim ""Antonia's Line"" có được quay ở những quốc gia nào?","Câu hỏi: Trong phim ""Antonia's Line"", matriarcat Antonia đã điều hành và kiểm soát cộng đồng như thế nào?"
"
    Tên phim : Boogie Nights
    Thể loại : Boogie Nights
    Diễn viên : ['Luis Guzmán', 'Burt Reynolds', 'Julianne Moore', 'Rico Bueno', 'John C. Reilly']
    Đạo diễn : ['Paul Thomas Anderson']
    Quốc gia : ['Hoa Kỳ']
    Mô tả : Một nhà sản xuất phim lậu lý tưởng muốn nâng cao kỹ năng của mình lên mức nghệ thuật khi anh phát hiện một tài năng trẻ nóng bỏng.
    ","Câu hỏi: ""Boogie Nights có diễn viên nào đã đóng vai trò của một nhà sản xuất phim lậu lý tưởng?""","Đạo diễn nào chịu trách nhiệm cho bộ phim ""Boogie Nights""?","Câu hỏi: ""Boogie Nights là một bộ phim thuộc thể loại nào?""",Bộ phim Boogie Nights được thực hiện ở quốc gia nào?,"Câu hỏi: ""Trong phim 'Boogie Nights', nhà sản xuất phim lậu lý tưởng là ai?"""
"
    Tên phim : A Price Above Rubies
    Thể loại : A Price Above Rubies
    Diễn viên : ['Renée Zellweger', 'Christopher Eccleston', 'Julianna Margulies', 'Allen Payne', 'Glenn Fitzgerald']
    Đạo diễn : ['Boaz Yakin']
    Quốc gia : ['Vương quốc Anh', 'Hoa Kỳ']
    Mô tả : Phim này nói về một phụ nữ trẻ đã kết hôn với một người Do Thái devot và các vấn đề đó gây khó khăn cho cuộc hôn nhân của họ vì cô ấy muốn có thêm điều gì đó trong cuộc sống mình.
    ",Cô Renée Zellweger đã đóng vai nào trong bộ phim A Price Above Rubies?,"Đạo diễn nào đã đứng sau dự án điện ảnh ""A Price Above Rubies""?",Câu hỏi: A Price Above Rubies thuộc thể loại nào?,"Bộ phim ""A Price Above Rubies"" được sản xuất ở quốc gia nào?",Cô có biết gì về cuộc hôn nhân của Rachel và her chồng trong bộ phim A Price Above Rubies?
"
    Tên phim : Squanto: A Warrior's Tale
    Thể loại : Squanto: A Warrior's Tale
    Diễn viên : ['Adam Beach', 'Sheldon Peters Wolfchild', 'Irene Bedard', 'Eric Schweig', 'Leroy Peltier']
    Đạo diễn : ['Xavier Koller']
    Quốc gia : ['Hoa Kỳ', 'Canada']
    Mô tả : Tựa đề giả tưởng về cuộc đời của Squanto trước và bao gồm sự xuất hiện của con tàu ""Mayflower"" vào năm 1620.
    ",Ai trong số các diễn viên dưới đây đã đóng vai Squanto trong bộ phim Squanto: A Warrior's Tale? Adam Beach/Sheldon Peters Wolfchild/Irene Bedard/Eric Schweig/Leroy Peltier,Cái gì là điểm độc đáo của đạo diễn Xavier Koller trong bộ phim Squanto: A Warrior's Tale?,"Bộ phim ""Squanto: A Warrior's Tale"" thuộc thể loại nào?",Bộ phim Squanto: A Warrior's Tale được sản xuất ở quốc gia nào?,"Squanto: A Warrior's Tale xoay quanh cuộc đời của người Squanto trước khi và sau khi con tàu ""Mayflower"" đến năm 1620 ra sao?"
"
    Tên phim : The Big Chill
    Thể loại : The Big Chill
    Diễn viên : ['Tom Berenger', 'Glenn Close', 'Jeff Goldblum', 'William Hurt', 'Kevin Kline']
    Đạo diễn : ['Lawrence Kasdan']
    Quốc gia : ['Hoa Kỳ']
    Mô tả : Một nhóm bảy người bạn học đại học cũ cùng nhau tụ họp vào cuối tuần tại một ngôi nhà nghỉ dưỡng ở tiểu bang Nam Carolina sau tang lễ của một trong những người bạn học cũ khác của họ.
    ","Câu hỏi: ""Bộ phim The Big Chill có bao nhiêu diễn viên nổi tiếng xuất hiện trong nó?""","Đạo diễn nào là người phụ trách việc chỉ đạo và thực hiện bộ phim ""The Big Chill""?","Tên của bộ phim ""The Big Chill"" thuộc thể loại phim gì?","Cái tên và nhà sản xuất của bộ phim ""The Big Chill"" thuộc nước nào?","Câu hỏi: Trong phần lớn nội dung của phim ""The Big Chill"", bảy người bạn học cũ đã tụ họp lại như thế nào để thể hiện sự nhớ thương người bạn học đã qua đời?"
"
    Tên phim : Junior
    Thể loại : Junior
    Diễn viên : ['Arnold Schwarzenegger', 'Danny DeVito', 'Emma Thompson', 'Frank Langella', 'Pamela Reed']
    Đạo diễn : ['Ivan Reitman']
    Quốc gia : ['Hoa Kỳ']
    Mô tả : Là một phần của dự án nghiên cứu sinh sản, một nhà khoa học nam đồng ý mang thai trong cơ thể mình.
    ","Câu hỏi: Trong bộ phim ""Junior"", đóng vai trò chính nào mà Arnold Schwarzenegger đã thể hiện được tài năng diễn xuất của mình?","Đạo diễn nào đứng sau dự án ""Junior"" có trụ sở tại Hoa Kỳ?","""Câu chuyện mang tính hài hước và tình cảm nào được thể hiện trong bộ phim hành động 'Junior'?""","Bộ phim ""Junior"" được sản xuất ở quốc gia nào?","Cậu bé tuổi thơ là gì? 

Trước đây cậu có một cơ thể nam, giờ đây anh đã mang thai và sinh em bé gái. Đó chính là nội dung chính của bộ phim Junior. Câu chuyện xoay quanh sự phản đối từ phía công ty vì trong quá trình nghiên cứu, anh đã không thực hiện đầy đủ những yêu cầu mà các nhà khoa học đưa ra."
"
    Tên phim : First Kid
    Thể loại : First Kid
    Diễn viên : ['Sinbad', 'Brock Pierce', 'Blake Boyd', 'Timothy Busfield', 'Art LaFleur']
    Đạo diễn : ['David Mickey Evans']
    Quốc gia : ['Hoa Kỳ']
    Mô tả : Một cựu võ sĩ chuyển đổi thành một viên đặc vụ An ninh Bí mật được giao nhiệm vụ bảo vệ con trai của Tổng thống, người dường như quyết tâm gây khó khăn cho người bảo vệ mới của mình.
    ","Ai trong số các diễn viên sau đã tham gia diễn xuất trong bộ phim ""First Kid""? ['Sinbad', 'Brock Pierce', 'Blake Boyd', 'Timothy Busfield', 'Art LaFleur']","Đạo diễn nào tham gia việc sản xuất bộ phim ""First Kid""?","Bộ phim ""First Kid"" thuộc thể loại điện ảnh nào?","Bộ phim ""First Kid"" được thực hiện ở quốc gia nào?","""Trong bộ phim First Kid, cựu võ sĩ đã chuyển đổi thành một viên đặc vụ An ninh Bí mật được giao nhiệm vụ gì?"""
"
    Tên phim : Condorman
    Thể loại : Condorman
    Diễn viên : ['Michael Crawford', 'Oliver Reed', 'Barbara Carrera', 'James Hampton', 'Jean-Pierre Kalfon']
    Đạo diễn : ['Charles Jarrott']
    Quốc gia : ['Hoa Kỳ', 'Vương quốc Anh']
    Mô tả : Nhà viết truyện tranh Woody biến thành siêu anh hùng mà mình vẽ. Sử dụng các thiết bị của mình, ông giúp một điệp viên Xô Viết đào thoát sang Tây.
    ","""Có ai trong số những diễn viên tham gia Condorman đã từng đoạt giải thưởng danh giá cho màn trình diễn tài năng của mình?""","Đạo diễn của bộ phim ""Condorman"" là ai?","Bộ phim ""Condorman"" thuộc thể loại gì?",Bộ phim Condorman được sản xuất tại quốc gia nào?,Tên siêu anh hùng mà Woody biến thành trong bộ phim Condorman là gì?
"
    Tên phim : The Money Pit
    Thể loại : The Money Pit
    Diễn viên : ['Tom Hanks', 'Shelley Long', 'Alexander Godunov', 'Maureen Stapleton', 'Joe Mantegna']
    Đạo diễn : ['Richard Benjamin']
    Quốc gia : ['Hoa Kỳ']
    Mô tả : Một cặp đôi trẻ gặp khó khăn để sửa chữa một ngôi nhà bị hư hỏng không thể sửa chữa.
    ","Ai là nam diễn viên chính trong bộ phim ""The Money Pit""?",Đạo diễn nào đã từng thực hiện The Money Pit?,"Thể loại của bộ phim ""The Money Pit"" là gì?","Bộ phim ""The Money Pit"" lấy bối cảnh ở quốc gia nào?","Câu hỏi: Trong bộ phim ""The Money Pit"", cặp đôi trẻ gặp khó khăn gì khi sửa chữa ngôi nhà của mình?"
"
    Tên phim : The Object of My Affection
    Thể loại : The Object of My Affection
    Diễn viên : ['Paul Rudd', 'Kali Rocha', 'Jennifer Aniston', 'Lena Cardwell', 'Natalie B. Kikkenborg']
    Đạo diễn : ['Nicholas Hytner']
    Quốc gia : ['Hoa Kỳ']
    Mô tả : Người làm việc xã hội thành phố New York đang mang thai bắt đầu phát triển những tình cảm lãng mạn đối với người bạn đồng tính yêu quý của mình, và quyết định cô sẽ muốn chăm sóc con mình cùng anh ta, gây bất bình cho chàng trai yêu cô quá mức.
    ","Câu hỏi: Trong bộ phim ""The Object of My Affection"", người phụ nữ mang thai và đang phát triển tình cảm lãng mạn đối với ai?","Đạo diễn nào chịu trách nhiệm thực hiện bộ phim ""The Object of My Affection""?","Câu hỏi: ""The Object of My Affection"" là bộ phim thuộc thể loại nào?","Bộ phim ""The Object of My Affection"" được quay ở quốc gia nào?","Câu hỏi: Trong tình huống đặc biệt nào ""Mục tiêu Yêu Quái"" (The Object of My Affection) của cô gái mang thai quyết định chăm sóc con mình cùng người bạn yêu quý?"
"
    Tên phim : The Razor's Edge
    Thể loại : The Razor's Edge
    Diễn viên : ['Bill Murray', 'Theresa Russell', 'Catherine Hicks', 'Denholm Elliott', 'James Keach']
    Đạo diễn : ['John Byrum']
    Quốc gia : ['Hoa Kỳ', 'Vương quốc Anh']
    Mô tả : Anh ta có tất cả và không muốn gì hết. Anh ấy học được rằng anh ấy không có gì và mong muốn mọi thứ. Anh ta cứu thế giới và sau đó nó tan vỡ. Đường đến giác ngộ giống như lưỡi dao nhọn và hẹp.
    ","Bill Murray đóng vai gì trong bộ phim ""The Razor's Edge""?","Đạo diễn nào đã làm việc trên bộ phim ""The Razor's Edge""?",The Razor's Edge là một bộ phim thuộc thể loại nào?,"Bộ phim ""The Razor's Edge"" được sản xuất ở những quốc gia nào?",Làm thế nào mà Đường đến giác ngộ (The Razor's Edge) có thể được coi là một hành trình khó khăn và thử thách?
"
    Tên phim : One Eight Seven
    Thể loại : One Eight Seven
    Diễn viên : ['Samuel L. Jackson', 'John Heard', 'Kelly Rowan', 'Clifton Collins Jr.', 'Tony Plana']
    Đạo diễn : ['Kevin Reynolds']
    Quốc gia : ['Hoa Kỳ']
    Mô tả : Sau khi bị một sinh viên xé lộn ở New York 15 tháng trước, ông Garfield đã bắt đầu làm việc tại Los Angeles với tư cách giáo viên dự phòng và sau đó trở thành giáo viên toàn thời gian. Ông từ chối tiếp tục là nạn nhân nữa.
    ","Dưới đây là câu hỏi:

Bộ phim ""One Eight Seven"" có Samuel L. Jackson đóng vai nào?","Đạo diễn nào đã làm việc với Samuel L. Jackson và John Heard trong bộ phim ""One Eight Seven""?","Câu hỏi: ""Thể loại của bộ phim One Eight Seven là gì?""","Bộ phim ""One Eight Seven"" được sản xuất ở quốc gia nào?",Câu hỏi: Ông Garfield đã từ chối tiếp tục là nạn nhân nữa trong phim One Eight Seven vì sao?
"
    Tên phim : Breaking the Waves
    Thể loại : Breaking the Waves
    Diễn viên : ['Emily Watson', 'Stellan Skarsgård', 'Katrin Cartlidge', 'Jean-Marc Barr', 'Adrian Rawlins']
    Đạo diễn : ['Lars von Trier']
    Quốc gia : ['Đan Mạch', 'Thụy Điển', 'Pháp', 'Hà Lan', 'Na Uy', 'Iceland', 'Vương quốc Anh', 'Phần Lan', 'Ý', 'Bỉ', 'Đức', 'Thụy Sĩ', 'Hoa Kỳ']
    Mô tả : Người nhà có dầu mỏ Jan bị liệt sau một tai nạn. Vợ ông cảm thấy tội lỗi khi bà cầu nguyện cho sự trở về của mình, và thậm chí còn nhiều hơn khi Jan khích lệ bà đi ngủ với người khác.
    ","Cái tên nào trong số Emily Watson, Stellan Skarsgård, Katrin Cartlidge, Jean-Marc Barr, Adrian Rawlins đã xuất hiện trong bộ phim ""Breaking the Waves""?","Là người đứng sau dự án ""Breaking the Waves"", Lars von Trier đã lựa chọn các diễn viên nào cho bộ phim này?","Bộ phim ""Breaking the Waves"" thuộc thể loại gì?","Bộ phim ""Breaking the Waves"" được sản xuất bởi các quốc gia nào?","""Cần có điều gì xảy ra với người chồng bị liệt trong bộ phim ""Breaking the Waves""?""."
"
    Tên phim : The Great Muppet Caper
    Thể loại : The Great Muppet Caper
    Diễn viên : ['Jim Henson', 'Frank Oz', 'Dave Goelz', 'Jerry Nelson', 'Richard Hunt']
    Đạo diễn : ['Jim Henson']
    Quốc gia : ['Vương quốc Anh', 'Hoa Kỳ']
    Mô tả : Kermit the Frog, The Great Gonzo và Fozzie Bear là những nhà báo đi đến Anh để phỏng vấn một nạn nhân giàu có bị trộm cướp tiền đồat và giúp đỡ bà cùng thư ký, Thư ký Piggy.
    ","Trong The Great Muppet Caper, đâu là người đạo diễn và cũng là một trong số 5 diễn viên chính?",Cái nào là người đứng sau cái bàn quay của The Great Muppet Caper?,"Câu hỏi: ""The Great Muppet Caper thuộc thể loại gì?""","Bộ phim ""The Great Muppet Caper"" được thực hiện ở hai quốc gia nào?","Câu hỏi: Trong ""The Great Muppet Caper"", Kermit the Frog cùng những ai đi phỏng vấn nạn nhân giàu có bị trộm cướp tiền đồat ở Anh?"
