film_info,q_actor,q_director,q_genres,q_country,q_plot
"
    Tên phim : Giáng Sinh Và Chuyện Ở Phòng Tập Thể Dục - Fit For Christmas
    Thể loại : ['T13', 'Phim Hài', 'Phim tâm lý']
    Diễn viên : ['REBECCA BUDIG', '', 'AMANDA KLOOTS', '', 'PAUL GREENE', '', 'STEPHAN MIERS', '', 'DARRYL HINDS', '', 'JACKLYN COLLIER']
    Đạo diễn : ['JESSICA HARMON']
    Quốc gia : []
    Mô tả : Giáng Sinh Và Chuyện Ở Phòng Tập Thể Dục - Fit For Christmas Một hướng dẫn viên thể dục mê Giáng sinh có kì nghỉ lãng mạn với một doanh nhân quyến rũ và bí ẩn.
    ","Cô Rebecca Budig tham gia diễn xuất trong bộ phim ""Giáng Sinh Và Chuyện Ở Phòng Tập Thể Dục - Fit For Christmas"" với vai trò gì?","Đạo diễn nào đã làm việc trong bộ phim ""Giáng Sinh Và Chuyện Ở Phòng Tập Thể Dục - Fit For Christmas""?","Bộ phim ""Giáng Sinh Và Chuyện Ở Phòng Tập Thể Dục - Fit For Christmas"" thuộc thể loại nào?",Giáng Sinh Và Chuyện Ở Phòng Tập Thể Dục - Fit For Christmas được sản xuất tại nước nào?,"Câu hỏi: Trong Giáng Sinh Và Chuyện Ở Phòng Tập Thể Dục - Fit For Christmas, một hướng dẫn viên thể dục đã trải qua kì nghỉ lãng mạn với ai?"
"
    Tên phim : Bà Mẹ Mafia - Mafia Mamma
    Thể loại : ['T16', 'Phim Hài', 'Phiêu lưu - Hành động']
    Diễn viên : ['Toni Collette', '', 'Monica Bellucci', '', 'SOPHIA NOMVETE', '', 'EDUARDO SCARPETTA', '', 'ALFONSO PERUGINI', '', 'FRANCESCO MASTROIANNI']
    Đạo diễn : ['Catherine Hardwicke']
    Quốc gia : []
    Mô tả : Bà Mẹ Mafia - Mafia Mamma Một phụ nữ bị chồng phản bội bất ngờ nhận tin về cái chết của người ông vừa qua đời tại Ý. Mong muốn hay đổi không khí, cô lập tức bay đến để tham gia lễ tang. Nhưng cô không ngờ rằng quyết định này sẽ đưa cô đến với một khúc ngoặt bất ngờ trong cuộc đời,
    ","Câu hỏi: Toni Collette đóng vai chính trong phim ""Bà Mẹ Mafia - Mafia Mamma"" có phải là một nữ diễn viên nổi tiếng?","Cô Catherine Hardwicke đã đảm nhận vai trò gì trong việc thực hiện bộ phim ""Bà Mẹ Mafia - Mafia Mamma""?",Bà Mẹ Mafia - Mafia Mamma thuộc thể loại phim nào?,"Bộ phim ""Bà Mẹ Mafia - Mafia Mamma"" được quay ở quốc gia nào?",Cô người phụ nữ trong Bà Mẹ Mafia - Mafia Mamma có được một quyết định bất ngờ nào quan trọng sau khi tham gia lễ tang?
"
    Tên phim : Hàng Hóa: Khó Sống, Khó Bán - The Goods: Live Hard, Sell Hard
    Thể loại : ['Phim Hài']
    Diễn viên : ['Jeremy Piven', '', 'Kathryn Hahn', '', 'Rob Riggle', '', 'Ken Jeong', '', 'Ed Helms', '', 'Tony Hale', '', 'Ving Rhames', '', 'David Koechner', '', 'JONATHAN SADOWSKI', '', 'WENDIE MALICK', '', 'James Brolin', '', 'JORDANA SPIRO', '', 'ALAN THICKE', '', 'CHARLES NAPIER', '', 'NOUREEN DEWULF']
    Đạo diễn : ['Neal Brennan']
    Quốc gia : []
    Mô tả : Hàng Hóa: Khó Sống, Khó Bán - The Goods: Live Hard, Sell Hard Nhân viên thanh lý xe cũ Don Ready được một hãng bán lẻ xe hơi đang lụn bại thuê để biến đợt bán hàng nhân ngày 4/7 thành một sự kiện lợi nhuận cao
    ","Ai trong số các diễn viên sau đã đóng vai chính trong phim ""Hàng Hóa: Khó Sống, Khó Bán - The Goods: Live Hard, Sell Hard""?","Ai là đạo diễn đứng sau việc thực hiện bộ phim ""Hàng Hóa: Khó Sống, Khó Bán - The Goods: Live Hard, Sell Hard""?","Hàng Hóa: Khó Sống, Khó Bán - The Goods: Live Hard, Sell Hard thuộc thể loại phim Hài có nội dung thế nào?","Bộ phim ""Hàng Hóa: Khó Sống, Khó Bán - The Goods: Live Hard, Sell Hard"" được thực hiện ở quốc gia nào?","Câu hỏi: Trong phim ""Hàng Hóa: Khó Sống, Khó Bán - The Goods: Live Hard, Sell Hard"", nhân vật Don Ready có vai trò gì với hãng bán lẻ xe hơi đang gặp khó khăn?"
"
    Tên phim : Những Nhà Vô Địch - Champions
    Thể loại : ['T13', 'Phim Hài']
    Diễn viên : ['Woody Harrelson', '', 'Ernie Hudson', '', 'Cheech Marin', '', 'KAITLIN OLSON', '', 'MATT COOK', '', 'MIKE SMITH']
    Đạo diễn : ['Bobby Farrelly']
    Quốc gia : []
    Mô tả : Những Nhà Vô Địch - Champions Hành trình của một cựu huấn luyện viên bóng rổ mà sau một số tình huống tréo ngoe, đã bị tòa án bắt buộc huấn luyện cho một đội bóng dự Olmypic cho người khuyết tật.
    ","Đều có diễn xuất trong ""Những Nhà Vô Địch - Champions"" là Woody Harrelson và Cheech Marin. Xin gợi ý câu hỏi sau:

 Ai là hai diễn viên đã tham gia diễn xuất cho bộ phim ""Những Nhà Vô Địch - Champions""?","Câu hỏi: Đạo diễn nào đã thực hiện bộ phim ""Những Nhà Vô Địch - Champions""?","""Tên bộ phim ""Những Nhà Vô Địch - Champions"" thuộc thể loại phim hài hay phim hành động?""","Tên phim ""Những Nhà Vô Địch - Champions"" được sản xuất ở quốc gia nào?",Những Nhà Vô Địch - Champions là bộ phim về hành trình của một cựu huấn luyện viên bóng rổ bị bắt buộc huấn luyện đội bóng dự Olympic cho người khuyết tật trong thời gian bao lâu?
"
    Tên phim : Hiện Diện - Showing Up
    Thể loại : ['T16', 'Phim Hài', 'Phim tâm lý']
    Diễn viên : ['Michelle Williams', '', 'Hong Chau', '', 'John Magaro', '', 'Andre Benjamin', '', 'Amanda Plummer', '', 'MARYANN PLUNKETT']
    Đạo diễn : ['KELLY REICHARDT']
    Quốc gia : []
    Mô tả : Hiện Diện - Showing Up Một nghệ sĩ điêu khắc trải qua nhiều vấn đề cá nhân lẫn sự nghiệp trong quá trình thực hiện buổi triển lãm mà cô hằng mong đợi.
    ","Đoàn diễn viên của ""Hiện Diện - Showing Up"" bao gồm Michelle Williams và Hong Chau thì các diễn viên trong bộ phim khác nữa là ai?",Đạo diễn Kelly Reichardt đã có vai trò gì trong việc tạo nên Hiện Diện - Showing Up?,"""Có thể ""Hiện Diện - Showing Up"" được coi là một trong những tác phẩm tiêu biểu cho thể loại Phim hài hay Phim tâm lý?""","Bộ phim ""Hiện Diện - Showing Up"" được sản xuất ở quốc gia nào?",Bạn có thể dự đoán được hiện diện trong việc triển lãm điêu khắc của nhân vật chính sẽ là một sự kiện gì?
"
    Tên phim : Chicago - Chicago
    Thể loại : ['T16', 'Phim Hài', 'Phim tâm lý']
    Diễn viên : ['Taye Diggs', '', 'Catherine Zeta Jones', '', 'Colm Feore', '', 'Richard Gere', '', 'Queen Latifah', '', 'Renée Zellweger', '', 'Dominic West', '', 'SUSAN MISNER', '', 'Christine Baranski', '', 'Lucy Liu', '', 'JOHN C. REILY', '', 'Mya Harrison', '', 'DEIDRE GOODWIN', '', 'DENISE FAYE', '', 'EKATERINA CHTCHELKANOVA']
    Đạo diễn : ['Rob Marshall']
    Quốc gia : []
    Mô tả : Chicago - Chicago Richard Gere, Catherine Zeta Jones và Rene Zellweger nhảy bằng cả tâm can trong phim nhạc kịch giành giải Oscar.
    ","Cái nào trong số các diễn viên dưới đây từng tham gia đóng vai chính trong bộ phim nhạc kịch ""Chicago - Chicago""?

- Renée Zellweger
- Richard Gere
- Catherine Zeta Jones
- Taye Diggs
- Queen Latifah
- Dominic West",Tên đạo diễn nào đứng sau sự thành công của phim nhạc kịch Chicago - Chicago?,"""Câu chuyện xoay quanh nhân vật nào trong bộ phim Chicago - Chicago chủ yếu mang tính hài và tâm lý?""",Cái tên nào được công chiếu ở bộ phim Chicago - Chicago?,"Câu hỏi: ""Chicago - Chicago"" là một bộ phim nhạc kịch lấy bối cảnh ở thành phố nào?"
"
    Tên phim : Kì Nghỉ Cho Cặp Đôi - Couples Retreat
    Thể loại : ['Phim Hài']
    Diễn viên : ['Kristen Bell', '', 'Vince Vaughn', '', 'Jon Favreau', '', 'Jason Bateman', '', 'Kristin Davis', '', 'Malin Akerman']
    Đạo diễn : ['Peter Billingsley']
    Quốc gia : []
    Mô tả : Kì Nghỉ Cho Cặp Đôi - Couples Retreat Bốn cặp vợ chồng đến 1 hòn đảo nhiệt đới và bị cuốn vào khóa điều trị dành cho các cặp đôi tại khu nghỉ dưỡng.
    ","Cô Kristen Bell đóng vai trò gì trong bộ phim ""Kì Nghỉ Cho Cặp Đôi - Couples Retreat""?","Câu hỏi: Đạo diễn của bộ phim ""Kì Nghỉ Cho Cặp Đôi - Couples Retreat"" là ai?",Kì Nghỉ Cho Cặp Đôi là bộ phim gì loại?,Kì Nghỉ Cho Cặp Đôi Couples Retreat được sản xuất ở quốc gia nào?,"Câu hỏi: Trong bộ phim ""Kì Nghỉ Cho Cặp Đôi"", ba cặp vợ chồng nào đến 1 hòn đảo nhiệt đới để được trải nghiệm khóa điều trị dành cho các cặp đôi tại khu nghỉ dưỡng?"
"
    Tên phim : Giáng Sinh Của Câu Chuyện Giáng Sinh - A Christmas Story Christmas
    Thể loại : ['P', 'Phim Hài']
    Diễn viên : ['ERINN HAYES', '', 'PETER BILLINGSLEY', '', 'JULIANNA LAYNE', '', 'RIVER DROSCHE', '', 'SCOTT SCHWARTZ']
    Đạo diễn : ['CLAY KAYTIS']
    Quốc gia : []
    Mô tả : Giáng Sinh Của Câu Chuyện Giáng Sinh - A Christmas Story Christmas Một nhà văn trở lại quê nhà để tiếp nối truyền thống Giáng sinh mà bố anh đã làm rất tốt cho đến khi qua đời. Mang trọng trách trên vai, anh phải tìm cách cân bằng giữa việc chuẩn bị cho ngày lễ và công việc viết lách.
    ","Câu hỏi: Trong phim Giáng Sinh Của Câu Chuyện Giáng Sinh - A Christmas Story Christmas, diễn viên Erin Hayes đóng vai sao?","Tên người đạo diễn cho bộ phim ""A Christmas Story Christmas"" là ai?","Giải ""A Christmas Story Christmas"" thuộc thể loại nào?","Bộ phim ""Giáng Sinh Của Câu Chuyện Giáng Sinh - A Christmas Story Christmas"" được sản xuất ở quốc gia nào?",Hãy nêu ra cách nhà văn trong Giáng Sinh Của Câu Chuyện Giáng Sinh - A Christmas Story Christmas cân bằng giữa việc chuẩn bị cho ngày lễ và công việc viết lách khi trở lại quê nhà?
"
    Tên phim : Nhật Kí Đám Cưới - The Wedding Diary
    Thể loại : ['P', 'Phim Hài']
    Diễn viên : ['A-NIU', '', 'ELANNE KWONG', '', 'SHAUN CHEN']
    Đạo diễn : ['KIN-KWOK CHENG']
    Quốc gia : []
    Mô tả : Nhật Kí Đám Cưới - The Wedding Diary Gặp gỡ và kết hôn mới một cô gái có gia thế cao hơn mình, chàng thợ ảnh nghèo lâm vào tình thế nan giải khi phải lo một đám cưới xứng tầm với nhà gái, dẫn đến những tình huống dở khóc dở cười.
    ","Câu hỏi: ""Ai là các diễn viên tham gia trong bộ phim Nhật Kí Đám Cưới - The Wedding Diary?""","Đạo diễn nào đã thực hiện bộ phim ""Nhật Kí Đám Cưới - The Wedding Diary""?","""Các nhân vật trong Nhật Kí Đám Cưới - The Wedding Diary chủ yếu biểu diễn với các tình huống hài hước thì thể loại của bộ phim là?""","""Quốc gia của bộ phim Nhật Kí Đám Cưới - The Wedding Diary là quốc gia nào?""","Cô chàng thợ ảnh có được may mắn khi kết hôn với ai trong ""Nhật Kí Đám Cưới - The Wedding Diary""?"
"
    Tên phim : Kungfu Bóng Rổ - Kung Fu Dunk
    Thể loại : ['T13', 'Phim Hài', 'Phiêu lưu - Hành động']
    Diễn viên : ['Jay Chou', '', 'Charlene Choi', '', 'Eric Tsang', '', 'BARON CHEN']
    Đạo diễn : ['Kevin Chu']
    Quốc gia : []
    Mô tả : Kungfu Bóng Rổ - Kung Fu Dunk Một thanh niên bị bỏ rơi từ nhỏ sử dụng tài năng võ thuật để tham gia vào đội bóng rổ với mong ước tìm lại bố mẹ ruột.
    ","Bạn biết tên các diễn viên trong bộ phim ""Kungfu Bóng Rổ - Kung Fu Dunk"" là ai?",Đạo diễn nào đã thực hiện bộ phim Kungfu Bóng Rổ - Kung Fu Dunk?,"Bạn có muốn biết thể loại phim ""Kungfu Bóng Rổ - Kung Fu Dunk"" là gì?","Tên quốc gia nào sản xuất bộ phim ""Kungfu Bóng Rổ - Kung Fu Dunk""?","""Bộ phim 'Kungfu Bóng Rổ - Kung Fu Dunk' dựa trên tình tiết gì?"""
"
    Tên phim : 881: Chị Em Đu Đủ - 881
    Thể loại : ['K', 'Phim Hài', 'Phim tâm lý']
    Diễn viên : ['YEO YANN YANN', '', 'MINDEE ONG', '', 'YU-WU QI']
    Đạo diễn : ['ROYSTON TAN']
    Quốc gia : []
    Mô tả : 881: Chị Em Đu Đủ - 881 Câu chuyện về đôi bạn thân vượt qua mọi định kiến xã hội để theo đuổi ước mơ hát dòng nhạc ca Đài
    ",Tên một trong những diễn viên xuất hiện trong bộ phim 881: Chị Em Đu Đủ - 881 là ai?,"Câu hỏi: ""Đạo diễn Royston Tan đã thực hiện việc gì trong bộ phim 881: Chị Em Đu Đủ - 881?""",881: Chị Em Đu Đủ - 881 là một bộ phim thuộc thể loại nào?,"Tên quốc gia nào là nơi được sử dụng làm bối cảnh cho bộ phim ""881: Chị Em Đu Đủ - 881""?",Câu chuyện trong 881: Chị Em Đu Đủ - 881 xoay quanh chủ đề gì?
"
    Tên phim : Kẻ Cắp Giáng Sinh - Dr. Seuss' The Grinch
    Thể loại : ['P', 'Phim Âu Mỹ', 'Phim hoạt hình']
    Diễn viên : ['Benedict Cumberbatch', '', 'PHARRELL WILLIAMS', '', 'KENAN THOMPSON', '', 'Rashida Jones', '', 'Angela Lansbury', '', 'Cameron Seely']
    Đạo diễn : ['Pharrell Williams', '', 'Yarrow Cheney']
    Quốc gia : ['United States of America']
    Mô tả : Kẻ Cắp Giáng Sinh - Dr. Seuss' The Grinch: The Grinch kể về một gã cau có, hay hoài nghi đang tiến hành nhiệm vụ ăn cắp Giáng sinh, chỉ khi trái tim bị khuất phục bởi tinh thần Giáng sinh hào phóng của một cô gái trẻ gã mới thay đổi. Hài hước, ấm áp và tràn đầy những hình ảnh tuyệt đẹp về thị giác, The Grinch là một câu chuyện về tinh thần Giáng sinh và sức mạnh không thể lay chuyển của sự lạc qua... Xem thêm
    ","Ai lồng tiếng cho nhân vật chính trong bộ phim ""Kẻ Cắp Giáng Sinh - Dr. Seuss' The Grinch""?","""Tên và số lượng các đạo diễn tham gia sản xuất bộ phim ""Kẻ Cắp Giáng Sinh - Dr. Seuss' The Grinch"" là bao nhiêu?""","Câu hỏi: ""Kẻ Cắp Giáng Sinh - Dr. Seuss' The Grinch"" thuộc thể loại phim nào?",Tên bộ phim Kẻ Cắp Giáng Sinh - Dr. Seuss' The Grinch thuộc quốc gia nào?,"Câu hỏi: ""Trong bộ phim 'Kẻ Cắp Giáng Sinh - Dr. Seuss' The Grinch', tình hình của gã Grinch thay đổi khi được ảnh hưởng bởi sự hào phóng nào?"""
"
    Tên phim : Những Chú Chim Giận Dữ (Phần 2) - The Angry Birds Movie 2
    Thể loại : ['K', 'Phim Âu Mỹ', 'Phim hoạt hình', 'Lần đầu tiên trong lịch sử Angry Birds, Chim và Heo quyết định bắt tay họp tác với nhau để chống lại kẻ thù chung là nữ hoàng băng giá Zeta.', 'Diễn viên:', 'Jason Sudeikis', ',', 'Josh Gad', ',', 'LESLIE JONES', 'Đạo diễn:', 'JOHN RICE', ',', 'THUROP VAN ORMAN', 'Quốc gia:', 'United States of America']
    Diễn viên : ['Jason Sudeikis', '', 'Josh Gad', '', 'LESLIE JONES']
    Đạo diễn : ['JOHN RICE', '', 'THUROP VAN ORMAN']
    Quốc gia : ['United States of America']
    Mô tả : nan
    ",Câu hỏi: Những Chú Chim Giận Dữ (Phần 2) - The Angry Birds Movie 2 có diễn viên nào nổi tiếng không?,"Bộ phim ""Những Chú Chim Giận Dữ (Phần 2) - The Angry Birds Movie 2"" được đạo diễn bởi người nào?","Những Chú Chim Giận Dữ (Phần 2) - The Angry Birds Movie 2 thuộc thể loại phim hoạt hình, có phải vậy không?","Tên quốc gia nào sản xuất bộ phim ""Những Chú Chim Giận Dữ (Phần 2) - The Angry Birds Movie 2""?",Đó là những gì mà những chú chim giận dữ sẽ đối mặt trong phần 2?
"
    Tên phim : Những Chú Chim Giận Dữ - The Angry Birds Movie
    Thể loại : ['K', 'Phim Âu Mỹ', 'Phim hoạt hình', 'Những Chú Chim Giận Dữ bắt đầu bằng cuộc sống yên bình và vui vẻ của những chú chim trong một hòn đảo. Ngay từ đầu trailer vang lên ca khúc Close To You của nhóm Carpenters với câu hát ""Why do birds suddenly appear..."" như vô cùng thích hợp cho bộ phim này, mang hàm ý cho câu hỏi ""tụi chim này ở đâu chui ra vậy?"" Tiếp theo đó là bài nhạc Bad của Michael Jackson vang lên làm nền cho những trò nghịc...', 'Xem thêm', 'Diễn viên:', 'Jason Sudeikis', ',', 'Josh Gad', ',', 'Danny McBride', 'Đạo diễn:', 'CLAY KAYTIS', ',', 'FERGAL REILLY', 'Quốc gia:', 'United States of America']
    Diễn viên : ['Jason Sudeikis', '', 'Josh Gad', '', 'Danny McBride']
    Đạo diễn : ['CLAY KAYTIS', '', 'FERGAL REILLY']
    Quốc gia : ['United States of America']
    Mô tả : nan
    ","Trước khi những chú chim giận dữ làm nên lịch sử, có những ngôi sao điện ảnh nào góp mặt trong phim Những Chú Chim Giận Dữ - The Angry Birds Movie?","Câu hỏi: Bộ phim ""Những Chú Chim Giận Dữ - The Angry Birds Movie"" do hai người đạo diễn nào phụ trách?","Tên phim ""Những Chú Chim Giận Dữ - The Angry Birds Movie"" thuộc thể loại nào?",Tên phim Những Chú Chim Giận Dữ - The Angry Birds Movie được sản xuất ở nước nào?,Những Chú Chim Giận Dữ - The Angry Birds Movie lấy bối cảnh ở đâu?
"
    Tên phim : Katak Và Sứ Mệnh Chinh Phục Đại Dương - Katak The Brave Beluga
    Thể loại : ['K', 'Phim Âu Mỹ', 'Phim hoạt hình']
    Diễn viên : ['Jacques Leblanc', '', 'Johanne Léveillé', '', 'Maxime Le Flaguais', '', 'Nancy Bernier', '', 'Renaud Lacelle-Bourdon']
    Đạo diễn : ['Christine Dallaire-Dupont', '', 'Nicola Lemay']
    Quốc gia : ['Canada']
    Mô tả : Katak Và Sứ Mệnh Chinh Phục Đại Dương - Katak The Brave Beluga kể về Katak, một chú cá voi nhỏ vẫn mang màu xám dù các bạn cùng trang lứa đã chuyển sang màu trắng. Để chứng minh mình đã trưởng thành và hoàn thành tâm nguyện cuối cùng của bà, Katak lên đường tới Great North. Trong chuyến phiêu lưu đầy nguy hiểm này, Katak học được nhiều bài học quý giá và trở thành một chú cá voi dũng cảm.
    ","Ai trong số những người sau đây tham gia vào việc sản xuất bộ phim ""Katak Và Sứ Mệnh Chinh Phục Đại Dương - Katak The Brave Beluga""?

- Jacques Leblanc
- Johanne Léveillé
- Maxime Le Flaguais
- Nancy Bernier
- Renaud Lacelle-Bourdon","Câu hỏi: ""Đạo diễn nào tham gia thực hiện bộ phim Katak Và Sứ Mệnh Chinh Phục Đại Dương - Katak The Brave Beluga?""","Bộ phim ""Katak Và Sứ Mệnh Chinh Phục Đại Dương - Katak The Brave Beluga"" thuộc thể loại gì?","Bộ phim ""Katak Và Sứ Mệnh Chinh Phục Đại Dương - Katak The Brave Beluga"" được sản xuất ở quốc gia nào?",Câu hỏi: Katak Và Sứ Mệnh Chinh Phục Đại Dương - Katak The Brave Beluga kể về chú cá voi Katak ở địa điểm nào để chứng minh bản thân đã trưởng thành?
"
    Tên phim : Nhân Tài Đại Việt: Cái Bình Thần Kỳ
    Thể loại : ['P', 'Phim hoạt hình', 'Phim Bộ', 'Lấy cảm hứng từ Thần Đồng Đất Việt và các câu truyện quà tặng cuộc sống, phim hoạt hình Nhân Tài Đại Việt đã được ra mắt từ năm 2019. Truyện Nhân Tài Đại Việt kể về Hồng Xiêm – một cậu bé thần đồng sống trong gia đình khá giả, nhưng vì ỷ mình thông minh, gia cảnh thì đầy đủ nên cậu thường không coi bạn bè ra gì, cũng không chịu chú ý nghe giảng trong giờ học khiến cho thầy cô, ba mẹ phiền lòng, bạ...', 'Xem thêm', 'Quốc gia:', 'Vietnam']
    Diễn viên : []
    Đạo diễn : []
    Quốc gia : ['Vietnam']
    Mô tả : nan
    ","Là ai là người đóng vai trò chính trong bộ phim ""Nhân Tài Đại Việt: Cái Bình Thần Kỳ""?",Cái nào là cái bình thần kỳ trong Nhân Tài Đại Việt: Cái Bình Thần Kỳ?,"Tên bộ phim ""Nhân Tài Đại Việt: Cái Bình Thần Kỳ"" thuộc thể loại nào?",Nhân Tài Đại Việt: Cái Bình Thần Kỳ được sản xuất tại quốc gia nào?,Tên phim Nhân Tài Đại Việt: Cái Bình Thần Kỳ được lấy cảm hứng từ các câu truyện quà tặng cuộc sống ra sao?
"
    Tên phim : Hành Trình Trở Về - Home
    Thể loại : ['P', 'Phim Âu Mỹ', 'Phim hoạt hình']
    Diễn viên : ['Jennifer Lopez', '', 'Steve Martin', '', 'Brian Stepanek', '', 'Rihanna', '', 'Jim Parsons.', '', 'Matt Jones']
    Đạo diễn : ['Tim Johnson']
    Quốc gia : ['United States of America']
    Mô tả : Hành Trình Trở Về - Home là một bộ phim hoạt hình kể về cuộc gặp gỡ giữa một cô bé tên Tip và một người ngoài hành tinh ngộ nghĩnh tên Oh, thuộc chủng loài Boov đang tìm cách chiếm đóng Trái Đất. Khi Oh vô tình gây ra một sự cố khiến cả chủng loài của mình phải truy đuổi, anh và Tip cùng nhau phiêu lưu khắp nơi để tìm mẹ của Tip và bảo vệ Trái Đất. Trong quá trình đó, cả hai trở thành bạn bè và họ... Xem thêm
    ",Cô Jennifer Lopez tham gia vai trò nào trong Hành Trình Trở Về - Home?,Đạo diễn nào đã thực hiện bộ phim Hành Trình Trở Về - Home?,Hành Trình Trở Về - Home thuộc thể loại phim hoạt hình.,"Bộ phim ""Hành Trình Trở Về - Home"" là sản phẩm của quốc gia nào?","""Trong Hành Trình Trở Về - Home, mối quan hệ giữa Tip và Oh như thế nào?"""
"
    Tên phim : Biệt Đội Biển Xanh - Deep
    Thể loại : ['K', 'Phim Âu Mỹ', 'Phim hoạt hình']
    Diễn viên : ['Justin Felbinger']
    Đạo diễn : ['Julio Soto Gurpide']
    Quốc gia : ['United States of America']
    Mô tả : Biệt Đội Biển Xanh - Deep xoay quanh câu chuyện vào năm 2100, khi loài người từ bỏ trái đất, một đàn sinh vật ngông cuồng vẫn sinh sôi nảy nở ở vực sâu nhất của đại dương. Deep, một con bạch tuộc ""dumbo"" thích phiêu lưu và là con cuối cùng của đồng loại sống ở đó cùng hai người bạn: Evo, một con cá vụng về, ngớ ngẩn, và Alice, một con tôm biển sâu bị loạn thần kinh. Khi một tai nạn phá hủy ngôi nh... Xem thêm
    ","Justin Felbinger đã đóng vai trò gì trong bộ phim ""Biệt Đội Biển Xanh - Deep""?","Đạo diễn nào là người đứng sau công tác chỉ đạo chính cho bộ phim ""Biệt Đội Biển Xanh - Deep""?","Bộ phim ""Biệt Đội Biển Xanh - Deep"" thuộc thể loại nào?","Bộ phim ""Biệt Đội Biển Xanh - Deep"" được sản xuất ở quốc gia nào?","Câu hỏi: ""Truyện phim Biệt Đội Biển Xanh - Deep diễn ra vào năm nào?"""
"
    Tên phim : 4K Kẻ Cắp Mặt Trăng - Despicable Me
    Thể loại : ['K', 'Phim Âu Mỹ', 'Phim hoạt hình', 'Kẻ Cắp Mặt Trăng - Despicable Me kể về là Gru - một trong những tên tội phạm khét tiếng nhất thế giới. Gru lúc nào cũng muốn làm việc xấu xa và sẵn sàng gạt bỏ những kẻ ngáng đường đi của hắn. Sống trong một ngôi nhà tối tăm ở vùng ngoại ô thành phố, Gru xây dựng căn cứ bí mật nằm sâu dưới lòng đất cùng những kẻ tay sai tý hon màu vàng. Hắn còn sở hữu một kho đồ chơi công nghệ với nhiều vũ khí và ...', 'Xem thêm', 'Diễn viên:', 'Agnes', ',', 'Dana Gaier', ',', 'Edith Elsie Fisher', ',', 'Steve CarellMargo', 'Đạo diễn:', 'Jordan Peele', 'Quốc gia:', 'United States of America']
    Diễn viên : ['Agnes', '', 'Dana Gaier', '', 'Edith Elsie Fisher', '', 'Steve CarellMargo']
    Đạo diễn : ['Jordan Peele']
    Quốc gia : ['United States of America']
    Mô tả : nan
    ","Câu hỏi: Bộ phim ""4K Kẻ Cắp Mặt Trăng - Despicable Me"" có những diễn viên nào?","Đạo diễn nào đã thực hiện bộ phim ""4K Kẻ Cắp Mặt Trăng - Despicable Me""?","Cậu bé ""Gru"" từ bộ phim Kẻ Cắp Mặt Trăng - Despicable Me thuộc thể loại phim hoạt hình, vậy bạn có biết bộ phim 4K Kẻ Cắp Mặt Trăng - Despicable Me là một bộ phim gì trong những thể loại sau không?","Bộ phim ""4K Kẻ Cắp Mặt Trăng - Despicable Me"" được sản xuất ở quốc gia nào?","""Tên Gru trong phim 4K Kẻ Cắp Mặt Trăng - Despicable Me là ai?"""
"
    Tên phim : Hiệp Sĩ Chuột - The Tale Of Despereaux
    Thể loại : ['K', 'Phim Âu Mỹ', 'Phim hoạt hình']
    Diễn viên : ['Sigourney Weaver', '', 'Stanley Tucci', '', 'Tony Hale', '', 'Kevin Kline', '', 'Robbie Coltrane']
    Đạo diễn : ['Sam Fell', '', 'Robert Stevenhagen']
    Quốc gia : ['United States of America']
    Mô tả : Hiệp Sĩ Chuột - The Tale Of Despereaux kể về hành trình của Despereaux, một chú chuột nhỏ với đôi tai to và trái tim dũng cảm. Mặc dù bị xem là kẻ ngoài cuộc trong thế giới chuột vì không sợ hãi và có tình yêu đặc biệt với sách, Despereaux quyết định cứu công chúa Pea khi vương quốc của cô rơi vào bóng tối sau cái chết của nữ hoàng. Cùng với một con chuột chù bất mãn tên là Roscuro, và một cô bé h... Xem thêm
    ","Câu hỏi:

Tên các diễn viên tham gia vào Hiệp Sĩ Chuột - The Tale Of Despereaux là ai?","""Có bao nhiêu người đã tham gia vào việc đạo diễn trong ""Hiệp Sĩ Chuột - The Tale Of Despereaux""?","""Hiệp Sĩ Chuột - The Tale Of Despereaux thuộc thể loại phim hoạt hình. Nhưng nó còn là một bộ phim gì khác?""",Bộ phim Hiệp Sĩ Chuột - The Tale Of Despereaux được sản xuất tại quốc gia nào?,Hiệp Sĩ Chuột - The Tale Of Despereaux kể về hành trình của một chú chuột nhỏ với trái tim dũng cảm đang cố gắng cứu công chúa Pea khỏi bóng tối khi nào?
